PropertyAddressFull,AreaLotSF
468 SHELBURNE LN UNIT B,1520.0
4232 ANGELA ST,8058.0
1164 SWALLOW LN,0.0
2180 HURLES AVE,5563.0
477 COUNTRY CLUB DR UNIT 220,1366.0
3927 DOWNEY CT,5000.0
1438 E LOS ANGELES AVE,19322.0
2037 FREESIA AVE,3785.0
2118 HILLDALE AVE,6600.0
4581 BARNARD ST,15246.0
1617 SEQUOIA AVE,3075.0
1460 MORENO DR,3361.0
248 TRICKLING BROOK CT,22069.0
1885 SUNNYDALE AVE,35284.0
732 WIND WILLOW WAY,1504.0
3186 ARLINGTON AVE,9194.0
3052 GRANVILLE AVE,8655.0
3091 OMEGA AVE,9345.0
4774 BEAUMONT ST,10529.0
2959 SAN ANGELO AVE,11692.0
3409 HAMLIN AVE,9600.0
4436 LUBBOCK DR APT A,3484.0
4561 ALAMO ST UNIT E,400.0
1992 BRIDGET AVE,6501.0
5359 MILDRED ST,6500.0
1728 TOWNLEY CIR,5250.0
2075 RIVERBIRCH DR,4330.0
2858 GALENA AVE,6500.0
1161 GANTLIN ST,9048.0
715 LYONS CT,16141.0
2624 SAMANTHA CT,12065.0
1017 CURRIER AVE,9065.0
3090 FITZGERALD RD,8000.0
427 APPLETON RD,10514.0
3058 SAPPHIRE AVE,7011.0
3330 MICHELLE CT,11812.0
2635 BRINDLE CT,8537.0
2075 PENNGROVE ST,6832.0
3009 LORI CIR,12195.0
3821 SIERRA MADRE CT,11600.0
3093 SLEEPY HOLLOW ST,5164.0
2125 EMMETT AVE,7082.0
1038 SCIOTO CIR,7282.0
2376 VALLEY TERRACE DR,16171.0
2709 WANDA AVE,7252.0
3279 GEM CIR,9742.0
3055 ROCKGATE PL,11211.0
2218 CORLSON PL,5261.0
2679 STEARNS ST,13040.0
2788 FAIRWAY PARK LN,1757.0
3296 TEXAS AVE,9224.0
227 LONGBRANCH RD,20250.0
590 BLUEGRASS ST,20146.0
585 AQUEDUCT CT,24379.0
2237 ELECTRA AVE,6500.0
340 GENOA DR,12525.0
2044 FERNWOOD CT,6500.0
2357 ALSCOT AVE,11996.0
2307 WELCOME CT,9565.0
1749 CHAPS CT,4582.0
6736 SANDALWOOD DR,4256.0
3246 EMERALD AVE,9020.0
2540 E BROWER ST,11666.0
2294 KNOLLHAVEN ST,6500.0
2357 GRACELAND ST,6760.0
6621 CHARING ST,6700.0
3076 VENTAVO RD,932184.0
838 AMBER DR,10170.0
10724 CITRUS DR,41392.0
1513 LOS ANGELES AVE,20240.0
1138 MCKNIGHT RD,10450.0
4560 REEVES RD,19558.0
4560 REEVES RD,52707.0
10525 OJAI SANTA PAULA RD,871779.0
7441 WEBB RD,8918.0
7200 LEOTA LN,7000.0
7229 LEOTA LN,38500.0
685 ANACAPA DR,28243.0
271 MCKNIGHT RD,9717.0
210 SUMMIT DR,42000.0
11018 W LOS ANGELES AVE,2525919.0
231 MCKNIGHT RD,25250.0
50 JODY LN,14552.0
1110 CARMEL DR,20000.0
5232 PRIMROSE DR,7201.0
691 VALLEY VISTA DR,18449.0
1427 SHIPPEE LN,41223.0
8212 PARK VIEW DR,9150.0
8192 PARK VIEW DR,6970.0
15690 OJAI RD,4700.0
5276 LARKSPUR DR,6001.0
1202 MISSION ROCK RD,53578.0
1179 MCKNIGHT RD,11000.0
1557 S RICE AVE,5489594.0
134 N OAK ST,3000.0
133 SALAS CT,4791.0
603 CRESTVIEW DR,10500.0
1148 BEDFORD ST,7080.0
2007 TURNBERRY DR,7955.0
305 TOPA TOPA DR,8059.0
3104 N VENTURA RD,1516.0
2726 UPTON SINCLAIR DR,3224.0
130 N ENCINAL AVE,11425.0
936 HINCKLEY LN,4260.0
1423 N MONTGOMERY ST,74052.0
1157 SATICOY ST,4200.0
1207 SAN RAMON WAY,12493.0
122 E VENTURA ST UNIT D,871.0
257 S MONTGOMERY ST,2504.0
2117 SHADOW CREEK DR,8396.0
2119 SHADOW CREEK DR,7841.0
221 S MILL ST,8750.0
894 HINCKLEY LN,4260.0
718 FINE ST,14900.0
135 WILD OAK ST,8019.0
2705 MARICOPA HWY,677793.0
509 E ALISO ST,11130.0
557 SANTA CLARA ST,7386.0
302 N MONTGOMERY ST,8509.0
414 N ARNAZ ST,6000.0
57 SOUTHERN PACIFIC ST,5257.0
803 E PLEASANT ST,7950.0
601 E SANTA PAULA ST,10350.0
246 E VIEW DR,17310.0
602 RED HILL RD,8545.0
610 N BLANCHE ST,7500.0
440 OJAI RD,4331.0
2354 HEATHERBANK CT,3758.0
347 S PUEBLO AVE,7500.0
927 SANTA ANA BLVD,23440.0
2530 BONMARK DR,8500.0
2107 TRENTHAM RD,14900.0
422 FOOTHILL DR,8000.0
1507 LOMA DR,12600.0
640 BRIER ST,7958.0
697 RIDGECREST DR,13068.0
600 CENTRAL AVE,12600.0
310 N 14TH ST,6230.0
507 E OAK ST,8388.0
110 PARK RD,5379.0
1109 GRANDVIEW AVE,8008.0
406 TOPA TOPA DR,7713.0
402 S SIGNAL ST,11285.0
890 SPRING ST,23950.0
839 MONTE VISTA DR,73355.0
545 MUNGER DR,7440.0
346 LUCADA ST,6300.0
975 W TELEGRAPH RD SPC 66,4590.0
900 TEAGUE DR,8800.0
144 S MILL ST,11325.0
959 E MAIN ST,12600.0
1800 SOLAR DR,334105.0
2300 WANKEL WAY,59677.0
1954 LA PUERTA AVE,4502.0
2108 TRENTHAM RD,13027.0
5540 W 5TH ST SPC 36,1400.0
2651 STAFFORD RD,33172.0
3132 LONDON LN,1914.0
3111 LISBON LN,1396.0
215 S MONTGOMERY ST,2850.0
411 DEL NORTE RD,43168.0
608 DEL NORTE RD,43560.0
965 SPRING ST,8818.0
889 SPRING ST,8001.0
821 MAULHARDT AVE,32670.0
1113 MERCER AVE,10706.0
815 W LOMITA AVE,10000.0
500 W SANTA MARIA ST SPC 10,103237.0
729 SOUTHWICK ST,6000.0
129 SURREY WAY,1742.0
641 LEMON WAY,6051.0
13372 WINTERGREEN LN,13418.0
6446 VASSAR CIR,6639.0
4519 BRISTLECONE CIR,8841.0
11217 JACOBSEN PL,18763.0
13267 RED BIRD CT,10735.0
13292 SHADOW WOOD PL,11730.0
6590 MARQUETTE ST APT B,1742.0
4092 N CEDARPINE LN,7269.0
6924 TREVINO DR,18007.0
409 CORNETT AVE,7688.0
3907 ASHBOURNE LN,12096.0
13157 VIEW MESA ST,7517.0
4036 WINTER WOOD CT,10201.0
4304 SCHOLARTREE CT,6911.0
11208 WATSON DR,19986.0
11541 TREEVIEW CT,1502.0
11619 PINEDALE RD,6633.0
6462 MARQUETTE ST APT D,1742.0
252 ESTHER AVE,6000.0
7068 TREVINO DR,22166.0
196 HARRY ST,6015.0
240 ROBERTS AVE,6051.0
12994 E VISTAPARK DR,5323.0
13047 SLEEPY WIND ST,7192.0
11711 QUAILCREEK CT,1407.0
11865 TUSCANA CT,1560.0
12250 ALDER GROVE ST,8364.0
4006 BRINDISI PL,1420.0
309 MCFADDEN AVE,7333.0
4345 BROOKGLEN ST,8750.0
4506 N CANYONLANDS RD,5519.0
13831 STAGECOACH TRL,10193.0
4075 DAKOTA DR,31365.0
13625 SILVER OAK LN,6499.0
14235 MAYA CIR,13425.0
4654 BIG TRAIL CIR,9212.0
14875 CAMPUS PARK DR UNIT B,2160.0
2277 ANTHONY DR,7200.0
969 SAPPHIRE CIR,5637.0
31 PEKING ST,15501.0
664 ADIRONDACK AVE,8492.0
11259 CASA ST,7154.0
9534 LAS CRUCES ST,6602.0
6414 KINGFISHER PL,7095.0
10604 SUNFLOWER ST,5416.0
1735 POWELL DR,7101.0
825 LEMON GROVE AVE,5600.0
5519 HOLLINGS ST,7001.0
689 COUNTY SQUARE DR UNIT 32,1609.0
10398 MAMMOTH ST,6866.0
6296 MERLIN ST,4336.0
356 N VICTORIA AVE,19890.0
1420 DUDLEY AVE,6348.0
872 GILBERT LN,1660.0
1520 THRASHER CT,2178.0
383 W SIMPSON ST,5392.0
863 MEDFORD PL,6557.0
8936 SANTA MARGARITA RD,6246.0
737 MONTGOMERY PL,7400.0
188 XAVIER AVE,7228.0
701 NOCUMI ST,1802.0
10025 HALIFAX ST,7150.0
5538 KAMET CT,9839.0
700 ARBOR AVE,5778.0
8221 MEDFORD ST,3931.0
136 POINSETTIA GARDENS DR,3996.0
1832 TOPAZ AVE,4791.0
1531 CALLENS RD,13006.0
2541 INCA CT,8656.0
5355 BASIE ST,991.0
10132 TULARE ST,6259.0
1269 BRYCE WAY,2178.0
780 N OLIVE ST,3216.0
398 HAMILTON AVE,10168.0
37 W CENTER ST,5830.0
890 GILBERT LN,1463.0
1622 LOBELIA AVE,5144.0
1307 PLATTE AVE,6350.0
410 FRANCES ST,6272.0
239 ALISO ST,6000.0
1374 MEAD AVE,7168.0
870 SANDBERG LN,1081.0
330 S SEAWARD AVE,8051.0
1666 SANTA YNEZ ST,6500.0
1121 CHALMETTE AVE,2613.0
2830 OMAHA AVE,6600.0
27 MISSION PLAZA DR,2613.0
36 LA VERNE AVE,7078.0
6364 BURNETT CT,8498.0
133 ALPINE AVE,7665.0
8200 MEDFORD ST,6523.0
3039 HARBOR BLVD,1742.0
642 EMPIRE AVE,7560.0
2945 SURFRIDER AVE,4500.0
9766 PUEBLO ST,5477.0
2031 E THOMPSON BLVD,6740.0
2974 GROVE ST,8750.0
3169 FOOTHILL RD,9100.0
7466 BLANK PURSUANT CA GC62 CT,6820.0
849 ANN ARBOR AVE,6240.0
9557 COOSA ST,7683.0
147 FORBES LN,5108.0
3410 FAIRMONT DR,25379.0
364 LYNN DR,9353.0
6303 RALSTON ST,6400.0
386 W PROSPECT ST,5833.0
348 SAN DIEGO AVE,7000.0
410 MARIPOSA DR,7736.0
494 MARIPOSA DR,19839.0
1015 INSPIRATION WAY,1073.0
1379 GREENOCK LN,4150.0
232 BANNER AVE,9018.0
481 MARA AVE,8678.0
911 CONCORD AVE,6293.0
570 POLI ST,2500.0
1144 E META ST,10620.0
145 N SEAWARD AVE,12600.0
505 BRIARWOOD TER,8167.0
1960 E THOMPSON BLVD,5405.0
2674 PREBLE AVE,5655.0
2706 DAWSON AVE,5600.0
142 N WAKE FOREST AVE,7000.0
265 GLENWOOD AVE,4949.0
2625 MARVELLA CT,285754.0
13430 ANDALUSIA DR,224770.0
675 OAK RUN TRL UNIT 304,780.0
1396 KING JAMES CT,18095.0
3306 SUNSET HILLS BLVD,7662.0
2269 APPLEWOOD LN,88427.0
688 OAK SHADOW VIEW PL,11468.0
1274 ALESSANDRO DR,3049.0
7 N MADRID AVE,7000.0
1815 TIPPERARY LN,3484.0
636 PASEO LA PERLA,7758.0
1151 ARROYO VIEW ST,11954.0
3330 PRAIRIE CT,12440.0
20 BIRCHWOOD AVE,7150.0
599 ASPEN RIDGE CT,9903.0
2851 VISTA GRANDE,97139.0
1229 HIDDEN SPRINGS AVE,12690.0
1160 AMBERTON LN,1671.0
482 KNOLLWOOD DR,6037.0
602 PASEO ESMERALDA,6866.0
600 ARTISAN RD,871.0
518 LOUIS DR,7900.0
356 TURIN ST,1643.0
343 HICKORY GROVE DR,10082.0
2027 SEABREEZE ST,5566.0
3932 SAN NICOLAS CT,5358.0
5423 SPANISH OAK LN UNIT D,1204.0
1211 ROTELLA ST,8760.0
29 PINEWOOD AVE,7590.0
1645 CALLE ZAFIRO,6563.0
3989 ELKWOOD ST,7002.0
684 PASEO DE LEON,10454.0
1429 HONEY CREEK CT,9464.0
114 BLUEFIELD AVE,7956.0
218 BAYBROOK CT,17276.0
11371 GLENSIDE LN,62291.0
535 BATH CT,5133.0
5096 EVANWOOD AVE,5981.0
6532 TREFOIL AVE,6226.0
6858 POPPYVIEW DR,1813.0
384 RIDGEMONT CT,7268.0
439 DELWOOD CT,7153.0
358 HAVENSIDE AVE,7100.0
4106 GLADHILL ST,8316.0
4076 GREENDALE CIR,21606.0
3474 FARRELL CIR,8056.0
3911 CAMPHOR AVE,9065.0
720 CLEAR HAVEN DR,10483.0
188 N MADRID AVE,7772.0
5229 CARMENTO DR,5224.0
3630 ERINLEA AVE,8015.0
723 VIA SEDONA,18276.0
11421 PRESILLA RD,206501.0
1323 KATHLEEN DR,11730.0
236 MARIPOSA DR,6252.0
6010 CIELO VISTA CT,23400.0
5617 TERRA BELLA LN,20264.0
7137 VILLAGE 7,1442.0
7424 VILLAGE 7,2153.0
33202 VILLAGE 33,2613.0
5148 VILLAGE 5,2613.0
2550 RIAVE CT,43560.0
42 BARODA DR,3933.0
5460 CALAROSA RANCH RD,28197.0
6311 VILLAGE 6,1771.0
19228 VILLAGE 19,3049.0
9141 VILLAGE 9,1742.0
37222 VILLAGE 37,2613.0
16313 VILLAGE 16,2613.0
37107 VILLAGE 37,2613.0
7130 VILLAGE 7,1513.0
2146 RAMBLING ROSE DR,20624.0
2191 ROSA VISTA TER,21760.0
44004 VILLAGE 44,1064.0
2294 RAMBLING ROSE DR,34137.0
20186 VILLAGE 20,2613.0
2510 WORTH WAY,23948.0
7103 VILLAGE 7,1886.0
35110 VILLAGE 35,2613.0
6222 VILLAGE 6,1696.0
33230 VILLAGE 33,2613.0
28110 VILLAGE 28,1742.0
17119 VILLAGE 17,3049.0
32126 VILLAGE 32,3049.0
38022 VILLAGE 38,2613.0
42035 VILLAGE 42,1441.0
950 KATHERINE RD,4233.0
1198 KATHERINE RD,5227.0
125 STAGECOACH RD,44866.0
1061 GASTON RD,22798.0
6695 CLEAR SPRINGS RD,10012.0
1567 ELVADO DR,12700.0
1730 SINALOA RD APT 304,1161.0
1385 NAPLES CT,12632.0
1471 2ND ST,7140.0
338 CENTRAL AVE,6230.0
158 ANACAPA ST,6138.0
4530 ALAMO ST,27468.0
2055 AVENIDA PLACIDA UNIT 2,3049.0
733 3RD ST,26500.0
609 N 13TH ST,1000.0
1263 HILLTOP RD,2873.0
5946 OAK KNOLLS RD,15661.0
CRINKLAW LN,1511.0
PADRE JUAN AVE,7500.0
725 W VENTURA ST,5947.0
OAK KNOLLS RD,1500.0
,2947.0
,2300.0
,4725388.0
DEER CREEK RD,818056.0
DEER CREEK RD,871200.0
DEER CREEK RD,871200.0
DEER CREEK RD,871200.0
STUDIO RD,1810391.0
THOMPSON AVE,14000.0
23341 COUNTY LINE RD,4500.0
MESA DR,3500.0
WEBB RD,3567.0
EHLERS DR,8750.0
,32105.0
WEBB RD,5352.0
,871200.0
,5898.0
,1750.0
,1750.0
,1750.0
,1750.0
,5915.0
,3750.0
,1750.0
,1875.0
,2000.0
,2000.0
,2000.0
,2000.0
,27900.0
,1500.0
,4500.0
,12000.0
,2340.0
,2000.0
,12000.0
,4000.0
,12000.0
,2250.0
,2250.0
,2250.0
,30000.0
,947865.0
,304920.0
,3927369.0
,3875.0
8205 WATERS RD,1023660.0
FOOTHILL RD,3026414.0
MESA DR,2889.0
MESA DR,4000.0
MESA DR,3000.0
MESA DR,6000.0
MESA DR,3000.0
MESA DR,9000.0
FOOTHILL RD,482510.0
285 N VENTURA AVE APT 24,951.0
2907 BAYSHORE AVE,5000.0
1571 RACCOON CT,1675.0
3249 PREBLE AVE,5600.0
3226 PREBLE AVE,5952.0
3019 CHANNEL DR,7238.0
2809 OMAHA AVE,8841.0
2134 SUNSET DR,8104.0
102 EL MEDIO ST,7500.0
80 S LINDEN DR,10002.0
10696 LOMA VISTA RD,8288.0
8484 N BANK DR,4791.0
852 KHYBER DR,1635.0
6446 RALSTON ST,6534.0
1220 JOHNSON DR SPC 142,4032.0
1221 COLINA VIS,17247.0
1215 SWANSEA AVE,6000.0
787 SAPPHIRE AVE,5625.0
217 CHANNEL HEIGHTS CT,10198.0
1103 BRYCE WAY,2613.0
919 JASPER AVE,5000.0
1200 CYPRESS POINT LN,78843.0
2811 BEENE RD,10560.0
75 N HEMLOCK ST,3953.0
425 RANCHO DR,5750.0
752 LIVINGSTON AVE,3619.0
6285 CLARA ST,8979.0
8380 BALBOA ST,7162.0
1136 HORIZON DR,20091.0
2823 SURFRIDER AVE,4623.0
2165 ALAMEDA AVE,7500.0
9703 RIO GRANDE ST,6279.0
46 BLANK PURSUANT CA GC62 AVE,7204.0
9437 SANTA MARIA ST,6692.0
1347 COVENTRY AVE,6600.0
2407 MCKINLEY DR,6250.0
2436 TUSCARORA AVE,4827.0
642 THOREAU LN,937.0
2111 MANDRILL AVE,7004.0
161 HARBORVIEW CT,26196.0
2344 LEXINGTON DR,6614.0
8912 SANTA MARGARITA RD,6535.0
2414 CHIPPEWA LN,1264.0
6460 CROWLEY AVE,6945.0
648 THOREAU LN,1012.0
1411 GREENOCK LN,4386.0
10961 DARLING RD,7162.0
1131 BADGER CIR,1657.0
268 FORD AVE,6105.0
7292 WALLABY ST,6000.0
513 HIGH POINT DR,23359.0
7435 ADAMS ST,6668.0
7696 HAYWARD ST,6172.0
7743 LOMA VISTA RD,6326.0
219 MILLBRAE CT,10792.0
127 VIA PASITO,16278.0
572 VIA ARROYO,19166.0
670 CEDAR PL,6500.0
3248 PORTER LN,5700.0
585 KIPLING LN,777.0
2338 WOODPECKER AVE,6128.0
5278 AURORA DR,7132.0
70 HURST AVE,3800.0
467 W SIMPSON ST,6024.0
215 CORONADO ST,6063.0
87 ANACAPA ST,6500.0
667 SPRINGFIELD AVE,6668.0
1735 SAN GABRIEL AVE,7803.0
145 N BROOKSHIRE AVE,9200.0
1776 VISTA DEL MAR DR,12888.0
9914 JAMESTOWN ST,5067.0
418 NEWPORT AVE,7465.0
2693 LEXINGTON DR,6202.0
421 DANA POINT AVE,6697.0
279 ARNETT AVE,8090.0
60 DANA POINT AVE,7939.0
397 DAY RD,7202.0
2462 SHERWOOD DR,8255.0
303 APPLE AVE,4335.0
1267 SARATOGA AVE,2613.0
11521 SUMAC LN,56628.0
249 MARIPOSA DR,6098.0
591 JENNY DR,7900.0
158 DENA DR,8000.0
215 GREENMEADOW AVE,8400.0
353 WINDTREE AVE,9113.0
232 VALERO CIR,3642.0
645 CAYO GRANDE CT,4696.0
3811 CALLE POSADAS,6159.0
1105 VIA PALERMO,17671.0
1147 ROTELLA ST,8966.0
939 STERLING OAKS CT,8148.0
900 WHITE PINE CT,14776.0
4771 VIA BENSA,1240.0
129 NORTHAM AVE,7307.0
969 SADDLEHORN PL,8135.0
3196 DEER VALLEY AVE,22255.0
311 POPLAR CREST AVE,9701.0
707 OAK POINT DR,6670.0
1985 GILA CT,7630.0
86 CLOVERWOOD AVE,8107.0
2232 MAPLELEAF AVE,39392.0
918 RAWHIDE PL,8792.0
176 SHADY GROVE LN,77353.0
6453 MAPLEGROVE ST,7750.0
6 CORINNE DR,9940.0
270 EAGLE RIDGE ST,7150.0
3053 BERNADINE ST,9072.0
344 HICKORY GROVE DR,19012.0
446 SANTA BARBARA CIR,4850.0
3735 BAILEY CT,14520.0
3615 OLD CONEJO RD,50391.0
1000 NEWBURY RD STE 190,0.0
575 N VENTU PARK RD,22870.0
2868 REDONDO AVE,47916.0
11016 RED BARN RD,44431.0
20134 VILLAGE 20,1742.0
35207 VILLAGE 35,2613.0
25318 VILLAGE 25,2613.0
2190 PASEO NOCHE,27583.0
7177 VILLAGE 7,1524.0
6983 CALLE DIA,83635.0
25339 VILLAGE 25,2613.0
6207 VILLAGE 6,1721.0
23101 VILLAGE 23,2613.0
17157 VILLAGE 17,2613.0
32010 VILLAGE 32,3049.0
38031 VILLAGE 38,2613.0
40017 VILLAGE 40,1742.0
41007 VILLAGE 41,1742.0
351 MIRA FLORES CT,5608.0
42028 VILLAGE 42,1667.0
18130 VILLAGE 18,2178.0
22 CORRAL RD,49222.0
267 BELL CANYON RD,64468.0
117 SADDLEBOW RD,58370.0
1097 EL CAMINO REAL,6000.0
45 CINCH RD,45302.0
911 KATHERINE RD,11543.0
14 SAGE LN,45245.0
15 MUSTANG LN,91911.0
6036 PEPPERTREE LN,5306.0
1123 KATHERINE RD,6636.0
806 KATHERINE RD,3000.0
75 SADDLEBOW RD,43560.0
121 SADDLEBOW RD,58370.0
1996 PENNGROVE ST,4748.0
1760 SINALOA RD APT 268,1092.0
2278 JOIE CT,8300.0
2527 ALMADEN CT,4860.0
2818 RACINE ST,6500.0
3773 BLANK PURSUANT CA GC62 DR,4958.0
3652 YOUNG WOLF DR,4973.0
5450 HONEYMAN ST,6778.0
2080 CASUAL CT,29398.0
2039 STONEMAN ST,9972.0
2274 TRINWAY AVE,8100.0
810 ASHLAND AVE,7100.0
6725 TAPLEY ST,6752.0
1256 PATRICIA AVE UNIT 16,2178.0
1155 BRYSON AVE,8012.0
1649 KIRSTEN AVE,7000.0
1663 SUTTER AVE,9350.0
998 WOOD RANCH PKWY,8128.0
1736 SINALOA RD APT 319,1137.0
1320 CURRANT AVE,6500.0
2445 RIDGE VIEW CT,3983.0
4290 SHOPPING LN,6750.0
5218 DIANE ST,1860.0
3487 HIGHWOOD CT APT 101,715.0
3091 EVELYN AVE,23186.0
4306 SHOPPING LN,6750.0
5321 SNOWCREEK ST,4583.0
2112 TRACY AVE,6827.0
2125 YOSEMITE AVE,6976.0
2138 YOSEMITE AVE,6650.0
6637 SPINEFLOWER CT,3451.0
2477 E WOODROW AVE,8103.0
1213 DRAKE DR,12150.0
1527 LOS AMIGOS AVE,7967.0
6528 CHARING ST,6508.0
2243 STONEMAN ST,10150.0
2635 CASTLEWOOD LN,14938.0
2368 MARVEL AVE,5000.0
1405 GRAHAM ST,8100.0
1707 ANDERSON ST,8000.0
4844 MUIRWOOD CT,7015.0
2073 MAGNOLIA ST,6300.0
1244 EL MONTE DR,12852.0
3195 GRIFFON CT,149329.0
1547 YSRELLA AVE,6500.0
6113 GRAPEVINE CT,6169.0
1087 TUTTLE AVE,8940.0
2014 BIGELOW AVE,10050.0
4944 MONUMENT ST,5339.0
950 ASHFORD ST,8399.0
2231 FIG ST,8000.0
861 MUIRFIELD AVE,10330.0
1754 SINALOA RD APT 276,1249.0
625 SUMMER TREE CT,12495.0
3277 PINE VIEW DR,6910.0
4555 BARNARD ST,20165.0
1860 BROOKBERRY LN,1480.0
3473 HIGHWOOD CT APT 108,1234.0
251 KNOLL RIDGE RD,7543.0
190 MARBLEHEAD ST,19046.0
1912 AMBERLEAF LN,1184.0
3581 BUFFUM ST,8432.0
1938 CROWNE OAK LN,1294.0
4904 BORDERS ST,4500.0
1148 ROYAL AVE,8300.0
50 PRESIDENTIAL DR,459558.0
376 GOLDEN VINE CT,5806.0
721 CINNABAR PL,7338.0
2776 ERRINGER RD APT 20,1232.0
733 CINNABAR PL,7851.0
2066 CALLE LA SOMBRA UNIT 4,3049.0
5321 MOONSHADOW ST,15746.0
2054 HILLDALE AVE,6500.0
6147 STOKE CT,10186.0
2177 ROHNER AVE,7000.0
375 JEREMIAH DR UNIT E,1942.0
1794 LOVE CIR,7867.0
369 ALGONQUIN DR,7228.0
1516 MORENO DR,4096.0
285 NAPA CT,7658.0
2607 ANGELA ST,6073.0
3395 TRAVIS AVE,9900.0
538 MINDENVALE CT,8025.0
5053 WOODBRIDGE LN,4532.0
3830 DELANO CT,5457.0
2007 HIETTER AVE,8236.0
2241 OAK HAVEN AVE,4071.0
5926 COCHRAN ST,6800.0
1594 DAKIN AVE,8080.0
2886 BARNES ST,6500.0
1773 DAMON ST,5375.0
2720 TEXAS AVE,4996.0
2116 LYSANDER AVE,6500.0
2732 NIGHT JASMINE DR,1500.0
1819 MOORE ST,8000.0
3678 MARTZ ST,9328.0
818 MARGO DR,13200.0
2593 HEYWOOD ST,7125.0
517 HOOPER AVE,1676.0
2347 ROYAL AVE,11064.0
2245 SWIFT FOX CT,6874.0
5931 BROKEN ARROW ST,7990.0
1861 SEASONS ST,6091.0
1876 CLAUDIA AVE,6500.0
3128 ANASAZI WAY,6433.0
3175 GERONIMO AVE,12387.0
6425 DANETTE ST,7425.0
645 OLDSTONE PL,32827.0
2347 N JUSTIN AVE,7009.0
2360 ARCHWOOD LN UNIT 39,872.0
2387 ARCHWOOD LN UNIT 191,872.0
94 OAK VIEW CT,25423.0
245 GALWAY LN,4155.0
1216 RAMBLING RD,24505.0
3437 GRANITE PEAK AVE,5811.0
3470 GRANITE PEAK AVE,6622.0
2075 PARKER CT,7000.0
2081 COVINGTON AVE,3500.0
2559 CLOVERLEAF LN,2839.0
2643 NIGHT JASMINE DR,1500.0
3775 RED HAWK CT,11588.0
752 TWIN PEAKS AVE,6067.0
3126 ANASAZI WAY,6759.0
437 FIELDFLOWER LN,1294.0
1406 AHART ST,8000.0
6392 KATHERINE RD UNIT A,884.0
2484 GLENHURST CT,4408.0
773 WIND WILLOW WAY,1535.0
2927 CHIPPEWA AVE,8027.0
4120 EILEEN ST,7140.0
415 JEREMIAH DR UNIT B,1378.0
5491 EVENING SKY DR,30274.0
3060 SIOUX CT,14268.0
3084 OBSIDIAN CT,4255.0
5758 TONOPAH CT,6651.0
2924 RACINE ST,7000.0
2467 COCHRAN ST,6500.0
3321 COPLEY ST,6500.0
3310 COPLEY ST,6500.0
2323 SEQUOIA AVE,6600.0
1503 WILLOWBROOK LN,8125.0
848 MOFFATT CIR,7000.0
1956 CONCORD CT,10560.0
6627 WHITEWOOD ST,6500.0
3082 BIG SPRINGS AVE,10000.0
4159 HI DR,7500.0
4120 HELENE ST,7860.0
3860 RUSS CT,13800.0
567 BANNISTER WAY APT B,1507.0
558 BANNISTER WAY APT C,1507.0
1226 PATRICIA AVE UNIT 50,2178.0
6016 COCHRAN ST,6504.0
2092 TRACY AVE,5650.0
458 COUNTRY CLUB DR APT C,1122.0
668 OLDSTONE PL,30056.0
545 LORABEL WAY APT D,1833.0
743 ARVADA CT,5814.0
2882 FITZGERALD RD,7900.0
5694 KATHERINE ST,6500.0
2659 KADOTA ST,9100.0
2706 KADOTA ST,7000.0
1490 PINTO ST,8479.0
2942 KLAMATH AVE,11447.0
2281 WORKMAN AVE,5227.0
3291 BARNES ST,8000.0
2283 ECROYD AVE,6500.0
3217 CORPUS CHRISTI ST,8875.0
983 GRANBY ST,6771.0
1049 ROLDAN AVE,7420.0
1343 CASMALIA CT,8017.0
1246 PATRICIA AVE UNIT 31,2178.0
2323 WORKMAN AVE,5227.0
2004 HULL CT,9701.0
2919 ESTILITA WAY UNIT D,1373.0
2311 LARCH ST,6657.0
3024 COUNTRY LN,15662.0
BARNETT ST,6963.0
185 CALETA CT # 123,4014.0
146 TRANQUILA DR # 72,4867.0
928 GREENWOOD DR,8190.0
2747 SHERWIN AVE # B5,871.0
425 CONSTITUTION AVE,127002.0
150 MONTE VIA,6008.0
18 HITCHING POST LN,37056.0
84 N PALM ST,9975.0
1140 AVENIDA ACASO # 4A,141570.0
685 COCHRAN ST,138085.0
2410 SYCAMORE DR,33371.0
315 S WAKE FOREST AVE,8204.0
36 IRENA AVE # 133,3525.0
34 N PALM ST,22608.0
90 PRESIDENTIAL DR,459558.0
135 MONTE CT,12921.0
CROWN HILL DR,8250.0
ALTA VISTA RD,2021.0
14950 HAPPY TALK RANCH RD,180612.0
1165 MCKNIGHT RD,10350.0
7371 WEBB RD,8918.0
11535 SULPHUR MOUNTAIN RD,4104695.0
14500 OJAI RD,1655715.0
SAN FERNANDO AVE,2588.0
SANTA ANA RD,24830.0
12851 TREERANCH RD,102959.0
CANYON DR,2277.0
CANYON DR,1688.0
MCKNIGHT RD,3837.0
15656 GREENLEAF SPRINGS RD,53143.0
15990 MARICOPA HWY,35805.0
3298 MARICOPA HWY,30830.0
32729 JUNIPER LN,5000.0
15990 MARICOPA HWY,69436.0
17221 S MOUNTAIN RD,117612.0
VENTURA ST,400792.0
3445 GRANDE VISTA DR,4173.0
,7700.0
,7813.0
,144403.0
,5674.0
,18499.0
,10486.0
,7125.0
,11615.0
,5998.0
,3950.0
,2230.0
,70131.0
,287060.0
,94960.0
,40000.0
,85813.0
,43560.0
,43560.0
,43560.0
,87120.0
